Club_ID,Degree,Degree Type
6076,3,In-Degree
314,5,In-Degree
373,10,In-Degree
6,9,In-Degree
9851,12,In-Degree
110,11,In-Degree
10138,12,In-Degree
2811,1,In-Degree
317,10,In-Degree
9636,3,In-Degree
641,7,In-Degree
5608,3,In-Degree
18826,3,In-Degree
1523,9,In-Degree
459,18,In-Degree
1555,3,In-Degree
2086,1,In-Degree
1493,2,In-Degree
4191,10,In-Degree
2279,8,In-Degree
10948,12,In-Degree
8536,3,In-Degree
11487,5,In-Degree
11075,2,In-Degree
853,8,In-Degree
442,6,In-Degree
29266,10,In-Degree
36821,1,In-Degree
129,9,In-Degree
151,9,In-Degree
4378,5,In-Degree
12205,4,In-Degree
8,7,In-Degree
2278,11,In-Degree
280,9,In-Degree
8793,27,In-Degree
12421,7,In-Degree
3524,9,In-Degree
255,6,In-Degree
256,10,In-Degree
204,12,In-Degree
10625,2,In-Degree
3812,8,In-Degree
3993,17,In-Degree
6248,6,In-Degree
225,8,In-Degree
22555,4,In-Degree
5142,2,In-Degree
1431,8,In-Degree
565,10,In-Degree
223,10,In-Degree
420,7,In-Degree
11541,5,In-Degree
64,14,In-Degree
2621,12,In-Degree
1506,11,In-Degree
11688,8,In-Degree
318,11,In-Degree
20754,1,In-Degree
105,10,In-Degree
1348,5,In-Degree
5620,2,In-Degree
121,7,In-Degree
1402,10,In-Degree
8553,12,In-Degree
497,7,In-Degree
476,6,In-Degree
91,10,In-Degree
5683,6,In-Degree
18215,3,In-Degree
22119,1,In-Degree
21374,6,In-Degree
1497,8,In-Degree
30033,3,In-Degree
1305,14,In-Degree
15925,1,In-Degree
7478,15,In-Degree
440,4,In-Degree
257,3,In-Degree
13544,4,In-Degree
628,9,In-Degree
14621,11,In-Degree
867,2,In-Degree
8906,3,In-Degree
362,7,In-Degree
3732,8,In-Degree
164,3,In-Degree
379,9,In-Degree
3233,5,In-Degree
1826,11,In-Degree
506,7,In-Degree
31,10,In-Degree
167,10,In-Degree
6107,11,In-Degree
5415,7,In-Degree
41975,1,In-Degree
56643,2,In-Degree
2671,10,In-Degree
8956,5,In-Degree
3521,6,In-Degree
12399,7,In-Degree
4,6,In-Degree
11300,14,In-Degree
139,5,In-Degree
247,6,In-Degree
2282,3,In-Degree
6456,11,In-Degree
922,8,In-Degree
9198,3,In-Degree
697,4,In-Degree
467,4,In-Degree
306,5,In-Degree
398,5,In-Degree
60,5,In-Degree
11159,1,In-Degree
10226,4,In-Degree
10095,3,In-Degree
21744,1,In-Degree
917,4,In-Degree
7809,3,In-Degree
80008,1,In-Degree
8304,2,In-Degree
4153,9,In-Degree
347,7,In-Degree
4007,3,In-Degree
31438,2,In-Degree
215,3,In-Degree
7095,7,In-Degree
23,7,In-Degree
4572,10,In-Degree
411,2,In-Degree
24710,3,In-Degree
12004,1,In-Degree
187,10,In-Degree
1065,3,In-Degree
2489,9,In-Degree
24282,10,In-Degree
7136,2,In-Degree
14977,5,In-Degree
80,5,In-Degree
2550,6,In-Degree
33933,1,In-Degree
2230,7,In-Degree
15990,4,In-Degree
7440,3,In-Degree
21358,2,In-Degree
18133,4,In-Degree
23093,1,In-Degree
683,12,In-Degree
1070,4,In-Degree
384,2,In-Degree
31273,13,In-Degree
190,6,In-Degree
1101,6,In-Degree
41,4,In-Degree
305,1,In-Degree
35220,1,In-Degree
68,14,In-Degree
1353,7,In-Degree
5633,1,In-Degree
25768,1,In-Degree
391,2,In-Degree
2643,4,In-Degree
27,1,In-Degree
177,11,In-Degree
1,9,In-Degree
2997,4,In-Degree
23586,2,In-Degree
7831,5,In-Degree
371,12,In-Degree
16704,15,In-Degree
19781,9,In-Degree
16245,11,In-Degree
18295,2,In-Degree
17648,2,In-Degree
2943,9,In-Degree
2149,2,In-Degree
24352,2,In-Degree
8048,6,In-Degree
2508,9,In-Degree
1205,12,In-Degree
21436,1,In-Degree
1471,8,In-Degree
5406,4,In-Degree
24976,6,In-Degree
33674,1,In-Degree
23826,14,In-Degree
4017,13,In-Degree
8983,4,In-Degree
2525,10,In-Degree
2106,6,In-Degree
26156,4,In-Degree
5225,2,In-Degree
36862,1,In-Degree
857,7,In-Degree
662,3,In-Degree
48,5,In-Degree
2036,5,In-Degree
11416,1,In-Degree
1326,5,In-Degree
834,9,In-Degree
104305,1,In-Degree
8812,2,In-Degree
28670,5,In-Degree
2070,7,In-Degree
4916,9,In-Degree
30434,1,In-Degree
864,3,In-Degree
911,5,In-Degree
4755,2,In-Degree
2806,6,In-Degree
18213,2,In-Degree
3747,2,In-Degree
38491,1,In-Degree
6418,10,In-Degree
500,4,In-Degree
7971,7,In-Degree
7081,2,In-Degree
127,4,In-Degree
1381,5,In-Degree
5516,2,In-Degree
4101,2,In-Degree
6848,3,In-Degree
767,5,In-Degree
916,8,In-Degree
1508,11,In-Degree
19789,10,In-Degree
11050,7,In-Degree
8396,2,In-Degree
3396,16,In-Degree
2079,18,In-Degree
1412,3,In-Degree
2293,17,In-Degree
820,14,In-Degree
20558,5,In-Degree
1584,3,In-Degree
951,7,In-Degree
1434,7,In-Degree
6160,6,In-Degree
7035,5,In-Degree
4761,4,In-Degree
365,4,In-Degree
57955,1,In-Degree
11316,1,In-Degree
954,8,In-Degree
387,12,In-Degree
86486,7,In-Degree
5560,6,In-Degree
973,5,In-Degree
136,11,In-Degree
429,10,In-Degree
2670,11,In-Degree
2908,4,In-Degree
1459,5,In-Degree
1553,5,In-Degree
87,3,In-Degree
141,11,In-Degree
13442,3,In-Degree
5349,7,In-Degree
23059,2,In-Degree
163,9,In-Degree
63,7,In-Degree
1662,7,In-Degree
661,5,In-Degree
29044,8,In-Degree
1726,7,In-Degree
2369,1,In-Degree
99,6,In-Degree
1599,5,In-Degree
793,1,In-Degree
844,1,In-Degree
84,8,In-Degree
162,7,In-Degree
419,10,In-Degree
1364,1,In-Degree
3840,8,In-Degree
1453,9,In-Degree
5441,7,In-Degree
25472,1,In-Degree
2681,8,In-Degree
32004,3,In-Degree
2971,2,In-Degree
7974,6,In-Degree
28,9,In-Degree
71,6,In-Degree
18430,3,In-Degree
1006,4,In-Degree
868,13,In-Degree
524,11,In-Degree
1344,3,In-Degree
30195,2,In-Degree
2323,6,In-Degree
6630,5,In-Degree
709,10,In-Degree
10118,7,In-Degree
1370,2,In-Degree
112328,1,In-Degree
35554,4,In-Degree
4690,6,In-Degree
4955,13,In-Degree
220,5,In-Degree
1480,10,In-Degree
20199,2,In-Degree
217,17,In-Degree
4666,7,In-Degree
678,4,In-Degree
10000,4,In-Degree
463,4,In-Degree
4814,6,In-Degree
2990,4,In-Degree
5298,5,In-Degree
26957,4,In-Degree
24669,6,In-Degree
3216,15,In-Degree
1240,9,In-Degree
98,4,In-Degree
33675,2,In-Degree
10119,4,In-Degree
20881,1,In-Degree
475,4,In-Degree
5503,8,In-Degree
15157,11,In-Degree
1507,5,In-Degree
12976,11,In-Degree
14505,2,In-Degree
9855,4,In-Degree
330,16,In-Degree
727,8,In-Degree
9885,12,In-Degree
18518,7,In-Degree
7002,5,In-Degree
8086,10,In-Degree
22091,2,In-Degree
14270,1,In-Degree
22463,1,In-Degree
4445,3,In-Degree
4466,7,In-Degree
9494,3,In-Degree
6112,7,In-Degree
798,6,In-Degree
26,5,In-Degree
434,4,In-Degree
452,7,In-Degree
116,2,In-Degree
2330,11,In-Degree
625,7,In-Degree
2440,7,In-Degree
61,6,In-Degree
131,4,In-Degree
623,7,In-Degree
4441,6,In-Degree
4409,2,In-Degree
800,9,In-Degree
1025,12,In-Degree
12239,4,In-Degree
18517,4,In-Degree
10149,5,In-Degree
24415,1,In-Degree
266,8,In-Degree
503,5,In-Degree
14440,4,In-Degree
2364,15,In-Degree
935,7,In-Degree
32208,1,In-Degree
1071,8,In-Degree
984,10,In-Degree
653,11,In-Degree
19723,8,In-Degree
1084,12,In-Degree
3551,7,In-Degree
2157,6,In-Degree
4425,3,In-Degree
543,7,In-Degree
1132,6,In-Degree
271,2,In-Degree
1237,13,In-Degree
5381,1,In-Degree
667,10,In-Degree
262,4,In-Degree
10531,7,In-Degree
1521,4,In-Degree
2444,5,In-Degree
2232,3,In-Degree
7443,7,In-Degree
32333,1,In-Degree
4603,13,In-Degree
2785,8,In-Degree
27135,3,In-Degree
2828,6,In-Degree
122,4,In-Degree
7448,7,In-Degree
24448,1,In-Degree
23839,8,In-Degree
3260,2,In-Degree
20038,4,In-Degree
9128,3,In-Degree
22024,4,In-Degree
3178,6,In-Degree
8907,4,In-Degree
416,7,In-Degree
663,7,In-Degree
2697,4,In-Degree
986,9,In-Degree
1031,10,In-Degree
970,2,In-Degree
1078,11,In-Degree
1035,10,In-Degree
1028,9,In-Degree
512,6,In-Degree
124,4,In-Degree
289,7,In-Degree
447,1,In-Degree
432,3,In-Degree
990,6,In-Degree
11,4,In-Degree
148,5,In-Degree
10920,3,In-Degree
2655,5,In-Degree
96,14,In-Degree
4827,9,In-Degree
8131,8,In-Degree
7077,9,In-Degree
940,3,In-Degree
4279,14,In-Degree
3822,6,In-Degree
1075,12,In-Degree
130,15,In-Degree
2455,9,In-Degree
2793,17,In-Degree
5551,2,In-Degree
987,6,In-Degree
142,6,In-Degree
762,6,In-Degree
618,6,In-Degree
349,9,In-Degree
2963,9,In-Degree
26225,3,In-Degree
43,5,In-Degree
931,6,In-Degree
350,11,In-Degree
1110,6,In-Degree
677,6,In-Degree
1112,12,In-Degree
24530,6,In-Degree
2797,10,In-Degree
971,2,In-Degree
405,3,In-Degree
988,11,In-Degree
3820,15,In-Degree
3008,9,In-Degree
128,8,In-Degree
15656,16,In-Degree
12279,2,In-Degree
27288,12,In-Degree
291,12,In-Degree
19401,2,In-Degree
1784,15,In-Degree
5,10,In-Degree
614,7,In-Degree
1007,8,In-Degree
208,13,In-Degree
7160,7,In-Degree
3211,7,In-Degree
938,5,In-Degree
86,7,In-Degree
3515,2,In-Degree
825,5,In-Degree
1106,2,In-Degree
46,5,In-Degree
12,6,In-Degree
11052,4,In-Degree
252,19,In-Degree
383,5,In-Degree
173,4,In-Degree
1059,1,In-Degree
1003,8,In-Degree
358,9,In-Degree
22010,9,In-Degree
5724,5,In-Degree
195,4,In-Degree
873,7,In-Degree
1191,5,In-Degree
2760,2,In-Degree
1049,7,In-Degree
603,6,In-Degree
1058,4,In-Degree
58,4,In-Degree
1082,1,In-Degree
1181,11,In-Degree
6699,7,In-Degree
1194,7,In-Degree
1098,9,In-Degree
10895,4,In-Degree
39175,2,In-Degree
6340,11,In-Degree
8981,5,In-Degree
1220,10,In-Degree
169,12,In-Degree
1032,6,In-Degree
1666,3,In-Degree
28949,7,In-Degree
10193,7,In-Degree
180,7,In-Degree
3899,13,In-Degree
10734,2,In-Degree
337,6,In-Degree
2805,6,In-Degree
33615,3,In-Degree
967,7,In-Degree
34982,1,In-Degree
132,5,In-Degree
6954,6,In-Degree
21652,1,In-Degree
3055,8,In-Degree
11177,12,In-Degree
1020,1,In-Degree
698,10,In-Degree
465,7,In-Degree
3001,4,In-Degree
272,8,In-Degree
11107,4,In-Degree
1150,10,In-Degree
1287,10,In-Degree
90,11,In-Degree
4557,7,In-Degree
458,12,In-Degree
1038,10,In-Degree
1387,5,In-Degree
2578,5,In-Degree
3371,8,In-Degree
3052,6,In-Degree
1010,3,In-Degree
1519,2,In-Degree
1060,5,In-Degree
352,9,In-Degree
899,8,In-Degree
3697,10,In-Degree
29,4,In-Degree
22,6,In-Degree
1089,14,In-Degree
4287,9,In-Degree
12460,5,In-Degree
3811,4,In-Degree
30483,9,In-Degree
37014,1,In-Degree
3060,5,In-Degree
1424,3,In-Degree
7714,8,In-Degree
3612,2,In-Degree
250,10,In-Degree
1158,6,In-Degree
1159,1,In-Degree
1290,7,In-Degree
2580,6,In-Degree
1045,12,In-Degree
1198,8,In-Degree
1034,13,In-Degree
3,9,In-Degree
21395,3,In-Degree
368,5,In-Degree
714,5,In-Degree
1320,4,In-Degree
1180,10,In-Degree
8908,4,In-Degree
3385,14,In-Degree
903,10,In-Degree
3825,18,In-Degree
3694,14,In-Degree
26091,4,In-Degree
1148,8,In-Degree
3393,15,In-Degree
8328,14,In-Degree
4855,4,In-Degree
4240,4,In-Degree
9165,3,In-Degree
11907,7,In-Degree
1123,9,In-Degree
3860,11,In-Degree
6964,8,In-Degree
13429,6,In-Degree
1027,10,In-Degree
31436,2,In-Degree
5862,6,In-Degree
433,9,In-Degree
466,9,In-Degree
3831,7,In-Degree
4282,10,In-Degree
31367,14,In-Degree
1118,4,In-Degree
49224,1,In-Degree
10391,7,In-Degree
2553,4,In-Degree
2577,4,In-Degree
3456,14,In-Degree
209,3,In-Degree
12100,7,In-Degree
2441,9,In-Degree
642,4,In-Degree
403,9,In-Degree
5432,3,In-Degree
133,2,In-Degree
1283,6,In-Degree
3706,14,In-Degree
2838,6,In-Degree
2833,3,In-Degree
14765,3,In-Degree
8891,10,In-Degree
1164,3,In-Degree
290,5,In-Degree
2539,19,In-Degree
2275,3,In-Degree
511,9,In-Degree
3027,10,In-Degree
1242,4,In-Degree
3391,19,In-Degree
18324,11,In-Degree
7844,2,In-Degree
15168,1,In-Degree
1837,19,In-Degree
6251,6,In-Degree
83,17,In-Degree
5387,3,In-Degree
12171,3,In-Degree
12151,1,In-Degree
22994,5,In-Degree
312,12,In-Degree
3057,12,In-Degree
610,4,In-Degree
664,7,In-Degree
202,4,In-Degree
404,4,In-Degree
170,7,In-Degree
3410,3,In-Degree
499,7,In-Degree
1455,7,In-Degree
17797,5,In-Degree
2727,7,In-Degree
1842,8,In-Degree
1389,12,In-Degree
5689,16,In-Degree
3785,4,In-Degree
2737,1,In-Degree
1435,9,In-Degree
12682,8,In-Degree
22052,1,In-Degree
9840,2,In-Degree
3535,12,In-Degree
10794,2,In-Degree
39432,2,In-Degree
13509,2,In-Degree
723,7,In-Degree
468,3,In-Degree
1269,8,In-Degree
9010,9,In-Degree
52090,1,In-Degree
2977,4,In-Degree
10946,3,In-Degree
156,12,In-Degree
6614,6,In-Degree
7110,5,In-Degree
11055,5,In-Degree
8619,5,In-Degree
12652,4,In-Degree
200,2,In-Degree
724,6,In-Degree
25580,8,In-Degree
1090,3,In-Degree
3943,10,In-Degree
2156,14,In-Degree
234,1,In-Degree
30606,4,In-Degree
10816,6,In-Degree
1284,4,In-Degree
6836,4,In-Degree
1426,1,In-Degree
8554,20,In-Degree
3064,14,In-Degree
2844,4,In-Degree
7294,6,In-Degree
28170,15,In-Degree
1227,9,In-Degree
13326,6,In-Degree
24326,14,In-Degree
31435,4,In-Degree
2925,6,In-Degree
1008,6,In-Degree
3315,5,In-Degree
18154,4,In-Degree
3345,4,In-Degree
7534,9,In-Degree
1228,14,In-Degree
119,9,In-Degree
1452,8,In-Degree
3207,12,In-Degree
30138,3,In-Degree
20601,2,In-Degree
24769,2,In-Degree
20,5,In-Degree
8718,16,In-Degree
4816,7,In-Degree
10636,5,In-Degree
3296,13,In-Degree
9030,19,In-Degree
10804,5,In-Degree
30548,1,In-Degree
2790,1,In-Degree
6992,10,In-Degree
1429,10,In-Degree
5500,11,In-Degree
51753,2,In-Degree
12424,7,In-Degree
1292,4,In-Degree
5507,2,In-Degree
17580,5,In-Degree
24026,4,In-Degree
5497,4,In-Degree
14470,4,In-Degree
527,8,In-Degree
10721,3,In-Degree
322,12,In-Degree
2155,4,In-Degree
19799,7,In-Degree
939,5,In-Degree
38371,2,In-Degree
2047,6,In-Degree
4771,11,In-Degree
5495,6,In-Degree
14356,6,In-Degree
21687,7,In-Degree
11374,7,In-Degree
2057,12,In-Degree
29712,3,In-Degree
8888,7,In-Degree
4305,6,In-Degree
30297,1,In-Degree
14429,1,In-Degree
39864,1,In-Degree
14523,1,In-Degree
2730,2,In-Degree
5504,5,In-Degree
1978,9,In-Degree
3303,7,In-Degree
8724,4,In-Degree
19765,4,In-Degree
850,3,In-Degree
237,3,In-Degree
16213,12,In-Degree
10044,14,In-Degree
22375,1,In-Degree
12454,1,In-Degree
19529,7,In-Degree
981,11,In-Degree
3419,6,In-Degree
802,4,In-Degree
4882,6,In-Degree
97,7,In-Degree
11272,2,In-Degree
30253,3,In-Degree
2303,11,In-Degree
649,6,In-Degree
27006,1,In-Degree
235,9,In-Degree
9168,5,In-Degree
16198,10,In-Degree
4825,3,In-Degree
24293,10,In-Degree
1277,9,In-Degree
29727,3,In-Degree
242,3,In-Degree
1595,7,In-Degree
5390,3,In-Degree
1473,8,In-Degree
6273,7,In-Degree
528,5,In-Degree
4467,3,In-Degree
8298,10,In-Degree
726,8,In-Degree
7799,5,In-Degree
5151,6,In-Degree
4219,5,In-Degree
29581,1,In-Degree
1139,10,In-Degree
35013,1,In-Degree
12789,2,In-Degree
11543,7,In-Degree
1261,1,In-Degree
473,4,In-Degree
15889,5,In-Degree
10441,4,In-Degree
2814,9,In-Degree
752,7,In-Degree
8199,5,In-Degree
584,10,In-Degree
10968,12,In-Degree
831,2,In-Degree
1151,11,In-Degree
1279,6,In-Degree
17575,3,In-Degree
6078,7,In-Degree
2796,10,In-Degree
3936,11,In-Degree
3867,9,In-Degree
1400,6,In-Degree
1212,6,In-Degree
13616,4,In-Degree
1645,9,In-Degree
866,5,In-Degree
1081,3,In-Degree
1423,3,In-Degree
16295,1,In-Degree
609,6,In-Degree
14171,8,In-Degree
3159,7,In-Degree
2029,13,In-Degree
595,6,In-Degree
895,11,In-Degree
6297,2,In-Degree
978,10,In-Degree
1041,2,In-Degree
265,5,In-Degree
260,4,In-Degree
605,14,In-Degree
2259,19,In-Degree
399,10,In-Degree
10004,14,In-Degree
855,3,In-Degree
1377,6,In-Degree
675,14,In-Degree
2696,10,In-Degree
30200,10,In-Degree
8705,7,In-Degree
172,14,In-Degree
273,7,In-Degree
244,4,In-Degree
5008,7,In-Degree
14410,4,In-Degree
331,6,In-Degree
5648,8,In-Degree
969,5,In-Degree
738,5,In-Degree
1420,9,In-Degree
862,14,In-Degree
6676,17,In-Degree
3717,13,In-Degree
22595,1,In-Degree
7042,8,In-Degree
17707,10,In-Degree
294,9,In-Degree
1267,7,In-Degree
494,8,In-Degree
2969,9,In-Degree
2995,3,In-Degree
1416,13,In-Degree
10868,12,In-Degree
10867,12,In-Degree
49247,2,In-Degree
3793,5,In-Degree
19977,7,In-Degree
5677,15,In-Degree
1087,4,In-Degree
1085,9,In-Degree
1017,7,In-Degree
2783,8,In-Degree
3973,14,In-Degree
14390,12,In-Degree
2687,9,In-Degree
26594,8,In-Degree
1154,10,In-Degree
87201,2,In-Degree
31442,11,In-Degree
417,3,In-Degree
1421,7,In-Degree
157,7,In-Degree
2417,6,In-Degree
1091,6,In-Degree
3135,14,In-Degree
3558,9,In-Degree
3545,7,In-Degree
1175,6,In-Degree
11855,5,In-Degree
2403,6,In-Degree
10010,11,In-Degree
2125,13,In-Degree
333,3,In-Degree
6195,5,In-Degree
1005,8,In-Degree
15541,3,In-Degree
2698,10,In-Degree
3197,8,In-Degree
15378,7,In-Degree
14597,2,In-Degree
199,12,In-Degree
332,4,In-Degree
159,8,In-Degree
448,4,In-Degree
9353,6,In-Degree
932,5,In-Degree
1390,5,In-Degree
19,6,In-Degree
1210,4,In-Degree
2433,6,In-Degree
408,2,In-Degree
4172,11,In-Degree
4111,8,In-Degree
4361,11,In-Degree
749,4,In-Degree
8970,3,In-Degree
1627,7,In-Degree
3182,6,In-Degree
25467,5,In-Degree
7185,14,In-Degree
25253,8,In-Degree
11282,7,In-Degree
1169,1,In-Degree
32810,1,In-Degree
30252,5,In-Degree
3709,5,In-Degree
19269,3,In-Degree
4463,8,In-Degree
629,6,In-Degree
410,12,In-Degree
430,5,In-Degree
4333,11,In-Degree
1096,8,In-Degree
28643,6,In-Degree
2821,8,In-Degree
1613,1,In-Degree
10586,9,In-Degree
12210,10,In-Degree
2475,2,In-Degree
7445,6,In-Degree
856,1,In-Degree
134,10,In-Degree
7800,8,In-Degree
2432,11,In-Degree
34233,4,In-Degree
1427,13,In-Degree
5612,8,In-Degree
4630,1,In-Degree
2454,6,In-Degree
2784,6,In-Degree
801,1,In-Degree
3426,4,In-Degree
8701,11,In-Degree
21958,9,In-Degree
8994,6,In-Degree
2231,7,In-Degree
4405,5,In-Degree
18420,4,In-Degree
33180,1,In-Degree
1573,1,In-Degree
435,14,In-Degree
10541,9,In-Degree
2609,7,In-Degree
1048,4,In-Degree
7572,7,In-Degree
7576,4,In-Degree
28872,4,In-Degree
8972,4,In-Degree
22150,1,In-Degree
18470,4,In-Degree
9933,6,In-Degree
4772,9,In-Degree
4770,4,In-Degree
4330,5,In-Degree
49939,1,In-Degree
27520,1,In-Degree
1385,5,In-Degree
16650,15,In-Degree
32419,3,In-Degree
31355,12,In-Degree
2909,3,In-Degree
5656,6,In-Degree
12221,5,In-Degree
12540,3,In-Degree
1054,12,In-Degree
6150,9,In-Degree
30260,1,In-Degree
1476,5,In-Degree
10284,8,In-Degree
4837,2,In-Degree
6164,5,In-Degree
8118,9,In-Degree
588,8,In-Degree
28848,5,In-Degree
1313,5,In-Degree
25017,1,In-Degree
13491,2,In-Degree
840,8,In-Degree
999,11,In-Degree
19488,4,In-Degree
24197,8,In-Degree
5493,2,In-Degree
30541,3,In-Degree
1245,8,In-Degree
498,3,In-Degree
6857,4,In-Degree
39408,1,In-Degree
2662,3,In-Degree
4320,11,In-Degree
28893,6,In-Degree
5346,4,In-Degree
1408,4,In-Degree
22619,3,In-Degree
22051,8,In-Degree
27550,2,In-Degree
4602,18,In-Degree
27527,5,In-Degree
11312,6,In-Degree
192,4,In-Degree
103265,1,In-Degree
2639,8,In-Degree
102,4,In-Degree
4590,7,In-Degree
568,2,In-Degree
1308,9,In-Degree
23523,3,In-Degree
1386,4,In-Degree
8715,8,In-Degree
4529,10,In-Degree
2750,12,In-Degree
6890,4,In-Degree
8174,7,In-Degree
455,7,In-Degree
833,8,In-Degree
845,10,In-Degree
6894,6,In-Degree
2381,7,In-Degree
7006,3,In-Degree
2832,4,In-Degree
3209,3,In-Degree
2375,6,In-Degree
126,6,In-Degree
8321,12,In-Degree
760,6,In-Degree
12378,11,In-Degree
22702,3,In-Degree
13499,15,In-Degree
3161,10,In-Degree
924,7,In-Degree
35813,2,In-Degree
13451,1,In-Degree
12555,12,In-Degree
1511,5,In-Degree
2262,4,In-Degree
370,8,In-Degree
9218,2,In-Degree
4380,4,In-Degree
708,7,In-Degree
585,3,In-Degree
2462,8,In-Degree
152,11,In-Degree
1204,8,In-Degree
23667,5,In-Degree
6574,3,In-Degree
2148,17,In-Degree
51722,1,In-Degree
22089,7,In-Degree
12496,5,In-Degree
7315,6,In-Degree
28214,1,In-Degree
2688,10,In-Degree
2049,10,In-Degree
3984,14,In-Degree
3062,8,In-Degree
1467,8,In-Degree
3841,4,In-Degree
7838,8,In-Degree
3547,3,In-Degree
4128,5,In-Degree
750,3,In-Degree
8841,8,In-Degree
2382,7,In-Degree
359,1,In-Degree
1767,1,In-Degree
2815,4,In-Degree
2319,3,In-Degree
20698,5,In-Degree
5514,6,In-Degree
47,16,In-Degree
472,4,In-Degree
12468,11,In-Degree
15156,8,In-Degree
90433,2,In-Degree
20333,5,In-Degree
4574,10,In-Degree
3451,14,In-Degree
25018,1,In-Degree
150,6,In-Degree
3898,13,In-Degree
1418,5,In-Degree
22609,6,In-Degree
7202,6,In-Degree
18544,3,In-Degree
7,7,In-Degree
12405,4,In-Degree
13237,2,In-Degree
1050,3,In-Degree
681,6,In-Degree
897,4,In-Degree
3368,6,In-Degree
2502,9,In-Degree
21125,3,In-Degree
366,10,In-Degree
2700,10,In-Degree
6709,1,In-Degree
861,3,In-Degree
15447,11,In-Degree
218,3,In-Degree
4032,6,In-Degree
621,2,In-Degree
16214,2,In-Degree
8568,11,In-Degree
5358,7,In-Degree
13,7,In-Degree
38173,3,In-Degree
38953,1,In-Degree
27696,6,In-Degree
1108,12,In-Degree
2923,9,In-Degree
6638,6,In-Degree
3302,4,In-Degree
4542,7,In-Degree
11615,11,In-Degree
1532,13,In-Degree
11596,9,In-Degree
367,4,In-Degree
11831,6,In-Degree
3277,4,In-Degree
5650,9,In-Degree
630,5,In-Degree
2448,5,In-Degree
16795,4,In-Degree
171,4,In-Degree
851,1,In-Degree
1302,9,In-Degree
189,5,In-Degree
9545,3,In-Degree
7116,6,In-Degree
9981,1,In-Degree
1743,4,In-Degree
2878,3,In-Degree
31010,4,In-Degree
17485,1,In-Degree
648,6,In-Degree
4054,6,In-Degree
56725,1,In-Degree
6855,5,In-Degree
11250,11,In-Degree
11878,15,In-Degree
4277,13,In-Degree
6066,9,In-Degree
6672,13,In-Degree
11121,8,In-Degree
5866,9,In-Degree
443,8,In-Degree
16173,11,In-Degree
